Injection,Layer,TensorIndex,Bit
235,conv2d_3,"(0, 0, 13, 56)",22
236,conv2d_3,"(0, 0, 165, 121)",16
237,conv2d_3,"(2, 1, 64, 26)",7
238,conv2d_3,"(1, 1, 243, 32)",6
239,conv2d_3,"(2, 0, 113, 231)",19
240,conv2d_3,"(0, 1, 15, 234)",25
241,conv2d_3,"(1, 2, 55, 218)",28
242,conv2d_3,"(1, 2, 41, 37)",9
243,conv2d_3,"(1, 2, 64, 33)",20
244,conv2d_3,"(1, 2, 150, 195)",27
245,conv2d_3,"(2, 2, 58, 50)",13
246,conv2d_3,"(0, 1, 231, 220)",21
247,conv2d_3,"(1, 2, 204, 232)",6
248,conv2d_3,"(1, 2, 218, 160)",16
249,conv2d_3,"(2, 1, 78, 191)",4
250,conv2d_3,"(0, 1, 43, 46)",6
251,conv2d_3,"(2, 0, 66, 190)",21
252,conv2d_3,"(1, 2, 210, 62)",27
253,conv2d_3,"(2, 1, 147, 26)",22
254,conv2d_3,"(0, 2, 108, 53)",30
255,conv2d_3,"(1, 2, 55, 114)",23
256,conv2d_3,"(2, 0, 142, 58)",27
257,conv2d_3,"(0, 0, 136, 13)",17
258,conv2d_3,"(1, 0, 173, 158)",11
259,conv2d_3,"(0, 0, 205, 73)",1
260,conv2d_3,"(1, 1, 110, 46)",29
261,conv2d_3,"(1, 1, 80, 174)",20
262,conv2d_3,"(0, 0, 26, 43)",3
263,conv2d_3,"(1, 2, 139, 41)",27
264,conv2d_3,"(1, 1, 226, 248)",13
265,conv2d_3,"(1, 0, 176, 58)",18
266,conv2d_3,"(0, 0, 157, 249)",25
267,conv2d_3,"(0, 1, 3, 28)",13
268,conv2d_3,"(1, 1, 130, 70)",7
269,conv2d_3,"(2, 1, 254, 3)",11
270,conv2d_3,"(2, 2, 194, 66)",14
271,conv2d_3,"(1, 2, 36, 181)",2
272,conv2d_3,"(1, 0, 9, 223)",20
273,conv2d_3,"(2, 2, 207, 219)",26
274,conv2d_3,"(1, 0, 58, 148)",20
275,conv2d_3,"(2, 1, 235, 87)",5
276,conv2d_3,"(0, 1, 54, 223)",25
277,conv2d_3,"(1, 2, 202, 40)",21
278,conv2d_3,"(0, 0, 170, 113)",7
279,conv2d_3,"(1, 2, 178, 99)",9
280,conv2d_3,"(0, 1, 52, 120)",12
281,conv2d_3,"(2, 0, 78, 88)",11
282,conv2d_3,"(2, 2, 237, 252)",28
283,conv2d_3,"(0, 1, 161, 165)",4
284,conv2d_3,"(2, 1, 226, 240)",17
285,conv2d_3,"(2, 0, 180, 28)",19
286,conv2d_3,"(0, 0, 231, 236)",23
287,conv2d_3,"(2, 0, 39, 146)",24
288,conv2d_3,"(1, 2, 21, 236)",12
289,conv2d_3,"(2, 0, 243, 164)",3
290,conv2d_3,"(1, 2, 52, 230)",5
291,conv2d_3,"(0, 2, 20, 88)",28
292,conv2d_3,"(1, 1, 81, 224)",18
293,conv2d_3,"(1, 2, 209, 198)",3
294,conv2d_3,"(1, 0, 33, 171)",24
295,conv2d_3,"(2, 2, 129, 145)",9
296,conv2d_3,"(2, 2, 41, 170)",9
297,conv2d_3,"(2, 2, 158, 179)",25
298,conv2d_3,"(1, 2, 43, 66)",24
299,conv2d_3,"(2, 2, 65, 168)",5
300,conv2d_3,"(0, 1, 185, 216)",19
301,conv2d_3,"(1, 1, 109, 92)",12
302,conv2d_3,"(0, 0, 70, 115)",18
303,conv2d_3,"(2, 1, 19, 51)",8
304,conv2d_3,"(0, 0, 78, 192)",10
305,conv2d_3,"(1, 1, 22, 224)",15
306,conv2d_3,"(2, 1, 145, 227)",14
307,conv2d_3,"(1, 0, 158, 122)",23
308,conv2d_3,"(1, 1, 236, 225)",26
309,conv2d_3,"(2, 0, 102, 82)",16
310,conv2d_3,"(1, 2, 246, 26)",6
311,conv2d_3,"(0, 0, 145, 63)",17
312,conv2d_3,"(1, 0, 75, 230)",14
313,conv2d_3,"(0, 1, 178, 230)",3
314,conv2d_3,"(0, 1, 191, 202)",5
315,conv2d_3,"(0, 1, 114, 191)",6
316,conv2d_3,"(0, 0, 74, 171)",18
317,conv2d_3,"(2, 1, 71, 241)",28
318,conv2d_3,"(0, 1, 40, 2)",13
319,conv2d_3,"(0, 1, 216, 76)",15
320,conv2d_3,"(0, 0, 62, 154)",26
321,conv2d_3,"(0, 1, 32, 234)",1
322,conv2d_3,"(1, 1, 73, 123)",0
323,conv2d_3,"(2, 1, 123, 180)",11
324,conv2d_3,"(0, 2, 184, 43)",1
325,conv2d_3,"(0, 2, 240, 199)",24
326,conv2d_3,"(2, 0, 129, 191)",22
327,conv2d_3,"(0, 2, 176, 34)",6
328,conv2d_3,"(0, 1, 68, 170)",21
329,conv2d_3,"(2, 1, 237, 89)",11
330,conv2d_3,"(2, 1, 32, 69)",2
331,conv2d_3,"(0, 0, 103, 150)",2
332,conv2d_3,"(2, 1, 158, 161)",30
333,conv2d_3,"(2, 0, 18, 129)",18
334,conv2d_3,"(2, 1, 24, 182)",17
335,conv2d_3,"(1, 1, 188, 63)",28
336,conv2d_3,"(0, 1, 173, 197)",31
337,conv2d_3,"(0, 2, 136, 188)",27
338,conv2d_3,"(2, 0, 220, 40)",18
339,conv2d_3,"(0, 1, 52, 164)",18
340,conv2d_3,"(2, 2, 228, 156)",27
341,conv2d_3,"(1, 1, 227, 85)",2
342,conv2d_3,"(1, 2, 222, 180)",3
343,conv2d_3,"(1, 2, 207, 38)",10
344,conv2d_3,"(2, 2, 73, 15)",28
345,conv2d_3,"(0, 0, 64, 17)",23
346,conv2d_3,"(2, 0, 196, 185)",9
347,conv2d_3,"(1, 1, 189, 230)",4
348,conv2d_3,"(1, 1, 187, 70)",17
349,conv2d_3,"(0, 2, 58, 127)",11
350,conv2d_3,"(2, 0, 198, 255)",16
351,conv2d_3,"(0, 2, 228, 133)",18
352,conv2d_3,"(0, 0, 102, 251)",4
353,conv2d_3,"(2, 1, 88, 231)",5
354,conv2d_3,"(2, 0, 177, 163)",18
355,conv2d_3,"(2, 2, 80, 153)",11
356,conv2d_3,"(0, 0, 114, 185)",8
357,conv2d_3,"(0, 1, 252, 121)",23
358,conv2d_3,"(2, 0, 66, 239)",4
359,conv2d_3,"(2, 2, 203, 158)",30
360,conv2d_3,"(2, 0, 209, 210)",8
361,conv2d_3,"(1, 1, 37, 162)",22
362,conv2d_3,"(0, 1, 93, 65)",3
363,conv2d_3,"(1, 0, 78, 63)",10
364,conv2d_3,"(1, 2, 115, 165)",18
365,conv2d_3,"(0, 2, 128, 40)",17
366,conv2d_3,"(2, 2, 155, 64)",5
367,conv2d_3,"(0, 2, 78, 86)",21
368,conv2d_3,"(0, 0, 14, 21)",16
369,conv2d_3,"(2, 2, 213, 107)",1
370,conv2d_3,"(2, 1, 148, 254)",30
371,conv2d_3,"(1, 1, 207, 125)",4
372,conv2d_3,"(1, 1, 80, 30)",30
373,conv2d_3,"(1, 2, 104, 237)",9
374,conv2d_3,"(2, 1, 163, 160)",25
375,conv2d_3,"(2, 2, 189, 66)",6
376,conv2d_3,"(1, 0, 123, 163)",17
377,conv2d_3,"(0, 0, 126, 230)",3
378,conv2d_3,"(2, 1, 196, 148)",15
379,conv2d_3,"(2, 2, 167, 81)",20
380,conv2d_3,"(1, 2, 81, 97)",29
381,conv2d_3,"(1, 0, 157, 255)",5
382,conv2d_3,"(0, 0, 234, 201)",22
383,conv2d_3,"(1, 1, 25, 24)",30
384,conv2d_3,"(0, 1, 4, 146)",8
385,conv2d_3,"(1, 1, 187, 135)",2
386,conv2d_3,"(2, 2, 26, 205)",12
387,conv2d_3,"(0, 1, 147, 185)",28
388,conv2d_3,"(0, 0, 60, 143)",25
389,conv2d_3,"(2, 1, 173, 191)",9
390,conv2d_3,"(2, 0, 205, 101)",2
391,conv2d_3,"(2, 1, 70, 19)",30
392,conv2d_3,"(2, 2, 76, 233)",8
393,conv2d_3,"(0, 1, 163, 167)",19
394,conv2d_3,"(2, 2, 250, 172)",19
395,conv2d_3,"(1, 1, 8, 243)",7
396,conv2d_3,"(2, 2, 157, 213)",1
397,conv2d_3,"(2, 2, 135, 242)",14
398,conv2d_3,"(0, 2, 245, 26)",24
399,conv2d_3,"(0, 2, 124, 75)",7
400,conv2d_3,"(1, 1, 9, 97)",26
401,conv2d_3,"(2, 0, 211, 77)",26
402,conv2d_3,"(2, 0, 31, 241)",13
403,conv2d_3,"(2, 1, 244, 166)",20
404,conv2d_3,"(2, 1, 235, 88)",22
405,conv2d_3,"(0, 0, 247, 135)",17
406,conv2d_3,"(1, 1, 115, 152)",13
407,conv2d_3,"(1, 1, 162, 250)",17
408,conv2d_3,"(2, 2, 62, 147)",24
409,conv2d_3,"(0, 1, 176, 202)",2
410,conv2d_3,"(1, 1, 40, 147)",16
411,conv2d_3,"(0, 2, 109, 245)",17
412,conv2d_3,"(0, 2, 70, 139)",15
413,conv2d_3,"(2, 2, 25, 124)",14
414,conv2d_3,"(0, 1, 26, 119)",21
415,conv2d_3,"(2, 0, 51, 241)",0
416,conv2d_3,"(2, 1, 208, 80)",30
417,conv2d_3,"(1, 1, 147, 102)",3
418,conv2d_3,"(2, 2, 118, 45)",2
419,conv2d_3,"(0, 0, 213, 89)",25
420,conv2d_3,"(2, 1, 95, 253)",2
421,conv2d_3,"(2, 2, 152, 4)",6
422,conv2d_3,"(1, 2, 145, 171)",31
423,conv2d_3,"(1, 0, 239, 68)",7
424,conv2d_3,"(2, 1, 83, 169)",16
425,conv2d_3,"(2, 1, 7, 95)",18
426,conv2d_3,"(2, 2, 89, 98)",25
427,conv2d_3,"(0, 1, 167, 218)",6
428,conv2d_3,"(1, 1, 71, 94)",15
429,conv2d_3,"(1, 0, 133, 3)",28
430,conv2d_3,"(1, 2, 168, 136)",0
431,conv2d_3,"(2, 0, 184, 133)",3
432,conv2d_3,"(1, 0, 238, 60)",25
433,conv2d_3,"(2, 1, 60, 159)",23
434,conv2d_3,"(0, 1, 112, 113)",9
435,conv2d_3,"(1, 2, 191, 232)",30
436,conv2d_3,"(2, 2, 126, 111)",5
437,conv2d_3,"(0, 2, 185, 228)",7
438,conv2d_3,"(2, 2, 103, 31)",9
439,conv2d_3,"(2, 1, 167, 84)",7
440,conv2d_3,"(0, 2, 250, 105)",28
441,conv2d_3,"(0, 2, 232, 28)",26
442,conv2d_3,"(2, 1, 29, 233)",19
443,conv2d_3,"(1, 0, 202, 11)",13
444,conv2d_3,"(1, 1, 23, 37)",4
445,conv2d_3,"(1, 0, 35, 30)",18
446,conv2d_3,"(0, 2, 92, 209)",26
447,conv2d_3,"(1, 1, 195, 191)",24
448,conv2d_3,"(2, 1, 68, 41)",7
449,conv2d_3,"(2, 0, 201, 91)",14
450,conv2d_3,"(1, 1, 11, 1)",27
451,conv2d_3,"(0, 1, 117, 194)",22
452,conv2d_3,"(0, 2, 141, 79)",7
453,conv2d_3,"(2, 0, 214, 16)",15
454,conv2d_3,"(0, 2, 34, 105)",2
455,conv2d_3,"(0, 2, 24, 228)",2
456,conv2d_3,"(0, 2, 224, 205)",13
457,conv2d_3,"(2, 1, 71, 28)",14
458,conv2d_3,"(0, 1, 164, 163)",9
459,conv2d_3,"(1, 1, 211, 113)",3
460,conv2d_3,"(2, 1, 218, 89)",3
461,conv2d_3,"(2, 1, 195, 176)",26
462,conv2d_3,"(1, 1, 76, 209)",11
463,conv2d_3,"(0, 1, 123, 242)",9
464,conv2d_3,"(2, 1, 29, 237)",26
465,conv2d_3,"(0, 1, 198, 68)",13
466,conv2d_3,"(1, 1, 40, 169)",5
467,conv2d_3,"(1, 1, 26, 97)",2
468,conv2d_3,"(2, 2, 96, 37)",13
469,conv2d_3,"(1, 1, 106, 245)",0
470,conv2d_3,"(2, 0, 97, 108)",30
471,conv2d_3,"(1, 0, 104, 124)",20
472,conv2d_3,"(1, 2, 194, 144)",22
473,conv2d_3,"(1, 2, 133, 157)",31
474,conv2d_3,"(2, 1, 50, 238)",20
475,conv2d_3,"(1, 1, 189, 104)",2
476,conv2d_3,"(0, 1, 74, 113)",26
477,conv2d_3,"(0, 1, 78, 151)",14
478,conv2d_3,"(1, 2, 125, 194)",21
479,conv2d_3,"(2, 2, 250, 131)",31
480,conv2d_3,"(2, 1, 86, 235)",10
481,conv2d_3,"(0, 2, 250, 71)",3
482,conv2d_3,"(2, 0, 38, 17)",0
483,conv2d_3,"(2, 0, 70, 211)",4
484,conv2d_3,"(0, 2, 4, 77)",29
485,conv2d_3,"(2, 2, 30, 191)",30
486,conv2d_3,"(0, 2, 8, 249)",26
487,conv2d_3,"(2, 2, 8, 6)",17
488,conv2d_3,"(2, 2, 8, 146)",27
489,conv2d_3,"(0, 2, 54, 91)",9
490,conv2d_3,"(2, 2, 98, 123)",16
491,conv2d_3,"(1, 0, 136, 181)",23
492,conv2d_3,"(2, 0, 235, 207)",14
493,conv2d_3,"(2, 2, 41, 153)",2
494,conv2d_3,"(1, 1, 207, 47)",30
495,conv2d_3,"(2, 0, 4, 28)",5
496,conv2d_3,"(2, 1, 222, 255)",6
497,conv2d_3,"(0, 2, 117, 21)",30
498,conv2d_3,"(0, 2, 23, 138)",17
499,conv2d_3,"(1, 0, 91, 16)",13
500,conv2d_3,"(0, 1, 203, 73)",10
501,conv2d_3,"(2, 2, 199, 123)",21
502,conv2d_3,"(2, 2, 71, 196)",5
503,conv2d_3,"(0, 1, 27, 177)",14
504,conv2d_3,"(2, 2, 174, 38)",25
505,conv2d_3,"(2, 1, 15, 167)",28
506,conv2d_3,"(1, 2, 116, 251)",24
507,conv2d_3,"(2, 2, 95, 221)",24
508,conv2d_3,"(0, 2, 151, 43)",4
509,conv2d_3,"(0, 1, 137, 42)",9
510,conv2d_3,"(1, 0, 162, 199)",5
511,conv2d_3,"(1, 1, 157, 2)",17
512,conv2d_3,"(0, 0, 67, 52)",27
513,conv2d_3,"(0, 0, 208, 229)",5
514,conv2d_3,"(2, 2, 47, 181)",20
515,conv2d_3,"(1, 1, 6, 197)",24
516,conv2d_3,"(2, 2, 124, 43)",10
517,conv2d_3,"(0, 1, 86, 194)",19
518,conv2d_3,"(0, 0, 252, 137)",10
519,conv2d_3,"(1, 1, 141, 222)",30
520,conv2d_3,"(1, 0, 184, 39)",31
521,conv2d_3,"(0, 0, 234, 100)",19
522,conv2d_3,"(1, 2, 202, 3)",24
523,conv2d_3,"(1, 1, 225, 168)",8
524,conv2d_3,"(2, 2, 164, 153)",12
525,conv2d_3,"(0, 1, 160, 245)",20
526,conv2d_3,"(2, 0, 251, 149)",20
527,conv2d_3,"(1, 1, 143, 192)",7
528,conv2d_3,"(2, 2, 92, 102)",1
529,conv2d_3,"(1, 1, 107, 236)",4
530,conv2d_3,"(0, 2, 255, 209)",19
531,conv2d_3,"(2, 0, 129, 123)",27
532,conv2d_3,"(1, 2, 37, 193)",30
533,conv2d_3,"(2, 0, 214, 205)",23
534,conv2d_3,"(0, 2, 55, 43)",22
535,conv2d_3,"(2, 2, 22, 85)",25
536,conv2d_3,"(0, 0, 220, 169)",6
537,conv2d_3,"(2, 2, 113, 132)",14
538,conv2d_3,"(1, 1, 191, 228)",9
539,conv2d_3,"(1, 0, 12, 176)",18
540,conv2d_3,"(0, 2, 43, 212)",9
541,conv2d_3,"(1, 1, 159, 178)",13
542,conv2d_3,"(1, 0, 178, 247)",28
543,conv2d_3,"(0, 1, 163, 231)",2
544,conv2d_3,"(1, 2, 11, 58)",6
545,conv2d_3,"(2, 0, 124, 84)",10
546,conv2d_3,"(1, 0, 218, 169)",25
547,conv2d_3,"(2, 2, 95, 94)",27
548,conv2d_3,"(2, 2, 14, 202)",12
549,conv2d_3,"(1, 0, 219, 230)",13
550,conv2d_3,"(2, 0, 142, 105)",6
551,conv2d_3,"(1, 0, 187, 95)",29
552,conv2d_3,"(2, 1, 134, 58)",20
553,conv2d_3,"(2, 0, 200, 198)",22
554,conv2d_3,"(2, 0, 234, 180)",19
555,conv2d_3,"(1, 0, 68, 43)",15
556,conv2d_3,"(0, 1, 59, 156)",9
557,conv2d_3,"(2, 0, 214, 198)",24
